"operator(color)","airline (callsign)","flight number","airplane type","from  (ICAO)","to (ICAO)","approach time","departure time","approach altitude override (feet)","special"
"MAX","MAX",4513,"FRJ1","CYYZ","KLGA","04:05",,,
"MAX","MAX",4542,"FRJ1","CYYZ","KLGA","09:05",,,
"MAX","MAX",4543,"FRJ1","CYYZ","KLGA","07:00",,,
"MAX","MAX",4544,"FRJ1","CYYZ","KLGA","11:05",,,
"MAX","MAX",4545,"FRJ1","CYYZ","KLGA","12:45",,,
"MAX","MAX",4574,"FRJ1","CYYZ","KLGA","05:25",,,
"MAX","MAX",4600,"FRJ1","CYYZ","KLGA","03:10",,,
"MAX","MAX",4646,"FRJ1","CYYZ","KLGA","10:00",,,
"TAB","TAB",700,"FRJ1","CYYZ","KLGA","02:59",,,
"TAB","TAB",702,"FRJ1","CYYZ","KLGA","04:24",,,
"TAB","TAB",704,"FRJ1","CYYZ","KLGA","05:43",,,
"TAB","TAB",710,"FRJ1","CYYZ","KLGA","07:43",,,
"TAB","TAB",712,"FRJ1","CYYZ","KLGA","08:44",,,
"TAB","TAB",714,"FRJ1","CYYZ","KLGA","10:38",,,
"TAB","TAB",716,"FRJ1","CYYZ","KLGA","11:42",,,
"TAB","TAB",718,"FRJ1","CYYZ","KLGA","12:42",,,
"TAB","TAB",402,"EJT1","CYYZ","KLGA","13:42",,,
"TAB","TAB",9299,"EJT1","CYYZ","KLGA","14:46",,,
"TAB","TAB",724,"FRJ1","CYYZ","KLGA","15:54",,,
"TAB","TAB",728,"EJT1","CYYZ","KLGA","17:28",,,
